District Name	District Code	Subject	M+E #	M+E %	E #	E %	M #	M %	PM #	PM %	NM #	NM %	No. of Students Included	Avg. Scaled Score	SGP	Included In SGP
Oxford	02260000	MATH	         289	36	          35	4	         254	31	         396	49	         126	16	         811	     492.9	          42.8	         644
Oxford	02260000	SCI	         107	41	          11	4	          96	37	         123	47	          31	12	         261	     495.4		
Palmer	02270000	ELA	         248	38	          31	5	         217	33	         299	46	         102	16	         649	     494.2	          38.3	         510
Palmer	02270000	MATH	         181	28	          21	3	         160	25	         335	51	         136	21	         652	     488.1	          37.5	         510
Palmer	02270000	SCI	          67	28	           6	3	          61	26	         119	50	          50	21	         236	     487.7		
Peabody	02290000	ELA	       1,236	44	         131	5	       1,105	39	       1,283	45	         313	11	       2,832	     497.0	          42.7	       2,256
Peabody	02290000	MATH	       1,161	41	         149	5	       1,012	36	       1,341	47	         334	12	       2,836	     495.3	          47.5	       2,261
Peabody	02290000	SCI	         454	46	          54	5	         400	40	         424	43	         116	12	         994	     498.0		
Pelham	02300000	ELA	          55	71	          10	13	          45	58	          15	19	           7	9	          77	     507.1	          41.3	          57
Pelham	02300000	MATH	          52	65	          11	14	          41	51	          24	30	           4	5	          80	     508.6	          48.8	          58
Pelham	02300000	SCI	          19	79	           6	25	          13	54	           5	21	           0	0	          24	     514.0		
Pembroke	02310000	ELA	         791	59	         128	10	         663	50	         467	35	          74	6	       1,332	     504.5	          48.8	       1,073
Pembroke	02310000	MATH	         819	62	         124	9	         695	52	         450	34	          60	5	       1,329	     505.3	          52.2	       1,071
Pembroke	02310000	SCI	         243	56	          25	6	         218	50	         170	39	          24	5	         437	     502.5		
Pentucket	07450000	ELA	         579	52	          71	6	         508	45	         441	39	          98	9	       1,118	     500.3	          49.3	         901
Pentucket	07450000	MATH	         538	48	          58	5	         480	43	         481	43	          96	9	       1,115	     498.8	          57.4	         898
Pentucket	07450000	SCI	         200	55	          25	7	         175	48	         133	37	          28	8	         361	     501.4		
Petersham	02340000	ELA	          38	57	           8	12	          30	45	          25	37	           4	6	          67	     504.0	          64.0	          50
Petersham	02340000	MATH	          28	42	           5	7	          23	34	          32	48	           7	10	          67	     497.9	          78.8	          50
Petersham	02340000	SCI	          13	65	           3	15	          10	50	           7	35	           0	0	          20	     510.2		
Pioneer Charter School of Science (District)	04940000	ELA	         238	62	          21	6	         217	57	         130	34	          13	3	         381	     504.5	          50.8	         293
Pioneer Charter School of Science (District)	04940000	MATH	         245	64	          43	11	         202	53	         124	33	          12	3	         381	     507.2	          57.2	         293
Pioneer Charter School of Science (District)	04940000	SCI	          55	42	           6	5	          49	37	          64	49	          12	9	         131	     498.1		
Pioneer Charter School of Science II (District)	35060000	ELA	          90	67	          15	11	          75	56	          38	28	           7	5	         135	     506.7	          54.5	         115
Pioneer Charter School of Science II (District)	35060000	MATH	         105	78	          34	25	          71	53	          29	21	           1	1	         135	     516.3	          76.7	         115
Pioneer Charter School of Science II (District)	35060000	SCI	          47	65	           9	13	          38	53	          24	33	           1	1	          72	     507.3		
Pioneer Valley	07500000	ELA	         186	52	          19	5	         167	46	         152	42	          22	6	         360	     500.5	          46.3	         288
Pioneer Valley	07500000	MATH	         161	45	          11	3	         150	42	         172	48	          25	7	         358	     497.5	          50.7	         286
Pioneer Valley	07500000	SCI	          58	50	           6	5	          52	44	          53	45	           6	5	         117	     500.7		
Pioneer Valley Chinese Immersion Charter (District)	04970000	ELA	         192	68	          64	23	         128	46	          79	28	          10	4	         281	     512.0	          58.1	         227
Pioneer Valley Chinese Immersion Charter (District)	04970000	MATH	         169	60	          37	13	         132	47	          98	35	          14	5	         281	     504.8	          50.2	         227
Pioneer Valley Chinese Immersion Charter (District)	04970000	SCI	          63	76	          23	28	          40	48	          15	18	           5	6	          83	     512.9		
Pioneer Valley Performing Arts Charter Public (District)	04790000	ELA	          89	66	          24	18	          65	49	          39	29	           6	4	         134	     509.0	          51.5	         109
Pioneer Valley Performing Arts Charter Public (District)	04790000	MATH	          51	38	           7	5	          44	33	          68	51	          15	11	         134	     495.2	          37.1	         109
Pioneer Valley Performing Arts Charter Public (District)	04790000	SCI	          33	49	           6	9	          27	40	          28	42	           6	9	          67	     498.6		
Pittsfield	02360000	ELA	         846	35	          64	3	         782	33	       1,113	47	         429	18	       2,388	     491.7	          42.3	       1,809
Pittsfield	02360000	MATH	         675	28	          71	3	         604	25	       1,253	53	         454	19	       2,382	     489.4	          38.3	       1,818
Pittsfield	02360000	SCI	         237	31	          31	4	         206	27	         403	53	         124	16	         764	     491.4		
Plainville	02380000	ELA	         214	56	          45	12	         169	44	         148	39	          18	5	         380	     505.9	          47.6	         275
Plainville	02380000	MATH	         226	60	          42	11	         184	49	         123	32	          30	8	         379	     504.7	          62.4	         275
Plainville	02380000	SCI	          42	38	           7	6	          35	32	          54	49	          15	14	         111	     494.7		
Plymouth	02390000	ELA	       1,817	54	         339	10	       1,478	44	       1,217	36	         314	9	       3,348	     502.4	          51.8	       2,685
Plymouth	02390000	MATH	       1,530	46	         167	5	       1,363	41	       1,492	45	         320	10	       3,342	     497.7	          49.3	       2,676
Plymouth	02390000	SCI	         503	47	          55	5	         448	42	         490	46	          69	6	       1,062	     499.1		
Plympton	02400000	ELA	          82	73	          22	19	          60	53	          27	24	           4	4	         113	     513.1	          50.3	          73
Plympton	02400000	MATH	          70	63	           5	4	          65	58	          39	35	           3	3	         112	     504.9	          53.3	          72
Plympton	02400000	SCI	          23	68	           3	9	          20	59	          10	29	           1	3	          34	     508.3		
Prospect Hill Academy Charter (District)	04870000	ELA	         254	46	          30	5	         224	41	         249	45	          46	8	         549	     498.0	          50.9	         433
Prospect Hill Academy Charter (District)	04870000	MATH	         213	39	          30	5	         183	33	         275	50	          62	11	         550	     494.5	          51.4	         434
Prospect Hill Academy Charter (District)	04870000	SCI	          49	27	           3	2	          46	25	         107	58	          28	15	         184	     488.9		
Provincetown	02420000	ELA	          32	48	           5	8	          27	41	          31	47	           3	5	          66	     502.4	          48.5	          44
Provincetown	02420000	MATH	          23	33	           2	3	          21	30	          40	58	           6	9	          69	     492.9	          36.0	          46
Provincetown	02420000	SCI	          12	52	           1	4	          11	48	          10	43	           1	4	          23	     501.2		
Quabbin	07530000	ELA	         483	48	          91	9	         392	39	         408	41	         116	12	       1,007	     499.4	          49.7	         806
Quabbin	07530000	MATH	         475	47	          72	7	         403	40	         411	41	         119	12	       1,005	     498.2	          51.3	         805
Quabbin	07530000	SCI	         147	43	          17	5	         130	38	         162	47	          34	10	         343	     497.1		
Quaboag Regional	07780000	ELA	         313	49	          30	5	         283	45	         257	40	          65	10	         635	     499.0	          47.1	         519
Quaboag Regional	07780000	MATH	         295	46	          40	6	         255	40	         277	44	          63	10	         635	     498.1	          44.6	         520
Quaboag Regional	07780000	SCI	         120	53	          23	10	          97	43	          91	40	          14	6	         225	     502.8		
Quincy	02430000	ELA	       2,464	60	         606	15	       1,858	45	       1,251	31	         371	9	       4,086	     507.1	          54.3	       3,065
Quincy	02430000	MATH	       2,189	54	         469	11	       1,720	42	       1,513	37	         381	9	       4,083	     503.0	          52.1	       3,062
Quincy	02430000	SCI	         695	51	         151	11	         544	40	         513	37	         165	12	       1,373	     500.8		
Ralph C Mahar	07550000	ELA	         103	45	          21	9	          82	36	          87	38	          38	17	         228	     496.7	          50.7	         219
Ralph C Mahar	07550000	MATH	          95	42	          14	6	          81	36	         104	46	          29	13	         228	     494.9	          52.2	         218
Ralph C Mahar	07550000	SCI	          58	45	           8	6	          50	38	          61	47	          11	8	         130	     498.4		
Randolph	02440000	ELA	         517	38	          53	4	         464	34	         600	44	         238	18	       1,355	     493.6	          43.2	         975
Randolph	02440000	MATH	         461	34	          54	4	         407	30	         663	49	         231	17	       1,355	     492.5	          45.6	         980
Randolph	02440000	SCI	         144	32	          16	4	         128	29	         213	48	          88	20	         445	     490.8		
Reading	02460000	ELA	       1,322	68	         296	15	       1,026	53	         553	28	          79	4	       1,954	     509.7	          53.2	       1,570
Reading	02460000	MATH	       1,245	64	         248	13	         997	51	         621	32	          92	5	       1,958	     506.8	          54.2	       1,567
Reading	02460000	SCI	         434	67	          77	12	         357	55	         189	29	          23	4	         646	     508.1		
Revere	02480000	ELA	       1,654	47	         294	8	       1,360	39	       1,363	39	         474	14	       3,491	     498.4	          48.5	       2,686
Revere	02480000	MATH	       1,506	43	         234	7	       1,272	36	       1,495	43	         487	14	       3,488	     495.9	          46.8	       2,681
Revere	02480000	SCI	         513	43	          71	6	         442	37	         500	42	         175	15	       1,188	     495.4		
Richmond	02490000	ELA	          75	68	          15	14	          60	54	          33	30	           3	3	         111	     509.0	          54.1	          87
Richmond	02490000	MATH	          57	51	           8	7	          49	44	          46	41	           8	7	         111	     501.8	          52.3	          87
Richmond	02490000	SCI	          18	67	           3	11	          15	56	           9	33	           0	0	          27	     510.6		
Rising Tide Charter Public (District)	04830000	ELA	         193	53	          22	6	         171	47	         151	41	          20	5	         364	     501.8	          44.2	         333
Rising Tide Charter Public (District)	04830000	MATH	         207	57	          31	9	         176	48	         142	39	          14	4	         363	     502.8	          45.3	         332
Rising Tide Charter Public (District)	04830000	SCI	         101	55	          12	6	          89	48	          83	45	           1	1	         185	     503.3		
River Valley Charter (District)	04820000	ELA	         111	58	          16	8	          95	50	          66	35	          13	7	         190	     503.4	          46.0	         154
River Valley Charter (District)	04820000	MATH	          94	50	          18	10	          76	40	          85	45	          10	5	         189	     501.0	          60.9	         154
River Valley Charter (District)	04820000	SCI	          39	64	           3	5	          36	59	          18	30	           4	7	          61	     505.6		
Rochester	02500000	ELA	         168	58	          25	9	         143	49	         115	40	           8	3	         291	     504.5	          54.2	         204
Rochester	02500000	MATH	         151	52	          23	8	         128	44	         125	43	          14	5	         290	     501.8	          56.1	         202
Rochester	02500000	SCI	          33	49	           4	6	          29	43	          30	45	           4	6	          67	     501.6		
Rockland	02510000	ELA	         553	51	          96	9	         457	42	         423	39	         114	10	       1,090	     500.8	          54.9	         832
Rockland	02510000	MATH	         475	43	          59	5	         416	38	         474	43	         143	13	       1,092	     496.4	          50.6	         828
Rockland	02510000	SCI	         132	35	          16	4	         116	31	         189	50	          57	15	         378	     493.5		
Rockport	02520000	ELA	         235	56	          23	6	         212	51	         158	38	          23	6	         416	     502.8	          51.4	         318
Rockport	02520000	MATH	         181	44	          24	6	         157	38	         194	47	          41	10	         416	     496.9	          51.3	         318
Rockport	02520000	SCI	          82	60	          19	14	          63	46	          46	34	           9	7	         137	     505.9		
Rowe	02530000	ELA	          10	34	           0	0	          10	34	          17	59	           2	7	          29	     491.5	          31.8	          21
Rowe	02530000	MATH	          10	34	           0	0	          10	34	          18	62	           1	3	          29	     492.3	          31.4	          21
Roxbury Preparatory Charter (District)	04840000	ELA	         447	47	          71	7	         376	39	         394	41	         111	12	         952	     497.9	          62.4	         826
Roxbury Preparatory Charter (District)	04840000	MATH	         484	51	          36	4	         448	47	         383	40	          85	9	         952	     498.7	          66.7	         828
Roxbury Preparatory Charter (District)	04840000	SCI	         127	27	           9	2	         118	25	         253	54	          92	19	         472	     487.5		
Salem	02580000	ELA	         704	41	         107	6	         597	35	         766	44	         258	15	       1,728	     495.5	          49.3	       1,312
Salem	02580000	MATH	         593	34	          66	4	         527	31	         805	47	         329	19	       1,727	     490.9	          49.1	       1,314
Salem	02580000	SCI	         235	39	          36	6	         199	33	         274	45	         101	17	         610	     493.5		
Salem Academy Charter (District)	04850000	ELA	         137	63	          35	16	         102	47	          67	31	          13	6	         217	     506.8	          54.9	         210
Salem Academy Charter (District)	04850000	MATH	         125	58	          24	11	         101	47	          80	37	          12	6	         217	     502.9	          58.0	         210
Salem Academy Charter (District)	04850000	SCI	          33	46	           7	10	          26	36	          35	49	           4	6	          72	     499.4		
Sandwich	02610000	ELA	         730	58	         117	9	         613	49	         433	34	          98	8	       1,261	     503.3	          55.3	       1,006
Sandwich	02610000	MATH	         669	53	          83	7	         586	46	         492	39	         103	8	       1,264	     500.6	          47.3	       1,003
Sandwich	02610000	SCI	         243	57	          42	10	         201	47	         160	37	          25	6	         428	     503.8		
Saugus	02620000	ELA	         592	48	          82	7	         510	41	         513	42	         125	10	       1,230	     499.7	          48.0	         953
Saugus	02620000	MATH	         560	45	          79	6	         481	39	         546	44	         127	10	       1,233	     498.0	          45.3	         955
Saugus	02620000	SCI	         198	46	          21	5	         177	41	         194	45	          39	9	         431	     498.7		
Savoy	02630000	ELA	          14	50	           0	0	          14	50	          13	46	           1	4	          28	     500.0		          19
Savoy	02630000	MATH	           3	11	           0	0	           3	11	          23	82	           2	7	          28	     488.4		          19
Scituate	02640000	ELA	         943	71	         200	15	         743	56	         324	25	          54	4	       1,321	     510.8	          48.1	       1,072
Scituate	02640000	MATH	         880	67	         143	11	         737	56	         375	28	          65	5	       1,320	     507.0	          49.0	       1,071
Scituate	02640000	SCI	         282	67	          53	13	         229	54	         129	30	          13	3	         424	     508.6		
Seekonk	02650000	ELA	         591	62	         127	13	         464	49	         296	31	          64	7	         951	     506.0	          51.1	         761
Seekonk	02650000	MATH	         561	59	          78	8	         483	51	         324	34	          70	7	         955	     503.2	          51.4	         763
Seekonk	02650000	SCI	         191	58	          25	8	         166	50	         122	37	          16	5	         329	     504.0		
Sharon	02660000	ELA	       1,190	71	         304	18	         886	53	         433	26	          56	3	       1,679	     512.0	          48.3	       1,330
Sharon	02660000	MATH	       1,254	75	         468	28	         786	47	         357	21	          66	4	       1,677	     516.1	          53.5	       1,333
Sharon	02660000	SCI	         401	72	         110	20	         291	52	         142	25	          15	3	         558	     513.1		
Sherborn	02690000	ELA	         158	76	          50	24	         108	52	          45	22	           4	2	         207	     515.6	          58.9	         142
Sherborn	02690000	MATH	         160	77	          37	18	         123	59	          41	20	           6	3	         207	     512.0	          58.1	         140
Sherborn	02690000	SCI	          64	78	          22	27	          42	51	          16	20	           2	2	          82	     516.2		
Shrewsbury	02710000	ELA	       2,078	72	         620	22	       1,458	51	         650	23	         151	5	       2,879	     513.0	          50.6	       2,279
Shrewsbury	02710000	MATH	       2,043	71	         620	22	       1,423	49	         689	24	         146	5	       2,878	     512.1	          52.1	       2,287
Shrewsbury	02710000	SCI	         616	63	         138	14	         478	49	         314	32	          52	5	         982	     507.6		
Shutesbury	02720000	ELA	          37	62	          10	17	          27	45	          22	37	           1	2	          60	     510.1	          59.9	          44
Shutesbury	02720000	MATH	          34	57	           4	7	          30	50	          22	37	           4	7	          60	     502.1	          51.6	          44
Shutesbury	02720000	SCI	          10	77	           2	15	           8	62	           3	23	           0	0	          13	     511.2		
Silver Lake	07600000	ELA	         298	59	          59	12	         239	48	         163	32	          41	8	         502	     504.2	          52.6	         482
Silver Lake	07600000	MATH	         300	60	          56	11	         244	49	         167	33	          35	7	         502	     504.0	          47.0	         483
Silver Lake	07600000	SCI	         154	59	          26	10	         128	49	          89	34	          18	7	         261	     504.6		
Sizer School: A North Central Charter Essential (District)	04740000	ELA	          74	51	          17	12	          57	39	          61	42	          10	7	         145	     502.0	          56.3	         125
Sizer School: A North Central Charter Essential (District)	04740000	MATH	          41	28	           4	3	          37	26	          80	55	          24	17	         145	     488.7	          43.1	         125
Sizer School: A North Central Charter Essential (District)	04740000	SCI	          17	24	           0	0	          17	24	          47	65	           8	11	          72	     488.9		
Somerset	02730000	ELA	         600	51	          69	6	         531	45	         482	41	         105	9	       1,187	     500.1	          45.8	         975
Somerset	02730000	MATH	         602	51	          66	6	         536	45	         494	42	          90	8	       1,186	     500.4	          55.9	         975
Somerset	02730000	SCI	         220	53	          28	7	         192	46	         176	42	          23	5	         419	     502.0		
Somerville	02740000	ELA	         993	49	         237	12	         756	37	         747	37	         295	14	       2,035	     499.9	          52.5	       1,507
Somerville	02740000	MATH	         896	44	         206	10	         690	34	         773	38	         370	18	       2,039	     496.1	          48.8	       1,511
Somerville	02740000	SCI	         229	38	          47	8	         182	30	         258	43	         114	19	         601	     493.6		
South Hadley	02780000	ELA	         347	41	          36	4	         311	37	         390	46	         114	13	         851	     494.9	          40.6	         666
South Hadley	02780000	MATH	         347	41	          26	3	         321	38	         385	45	         116	14	         848	     495.0	          39.1	         666
South Hadley	02780000	SCI	         151	54	          21	8	         130	47	         103	37	          25	9	         279	     500.6		
South Shore Charter Public (District)	04880000	ELA	         219	50	          19	4	         200	46	         182	42	          34	8	         435	     500.1	          46.6	         347
South Shore Charter Public (District)	04880000	MATH	         155	36	          12	3	         143	33	         227	52	          52	12	         434	     493.6	          46.2	         348
South Shore Charter Public (District)	04880000	SCI	          88	56	          11	7	          77	49	          62	39	           8	5	         158	     503.0		
Southampton	02750000	ELA	         122	47	          12	5	         110	43	         116	45	          20	8	         258	     498.5	          40.3	         194
Southampton	02750000	MATH	          96	37	           7	3	          89	35	         134	52	          27	11	         257	     494.2	          35.9	         193
Southampton	02750000	SCI	          42	58	           6	8	          36	50	          29	40	           1	1	          72	     505.3		
Southborough	02760000	ELA	         649	79	         194	24	         455	55	         151	18	          24	3	         824	     516.4	          52.3	         661
Southborough	02760000	MATH	         694	84	         260	32	         434	53	         110	13	          21	3	         825	     520.4	          55.1	         661
Southborough	02760000	SCI	         219	80	          54	20	         165	60	          46	17	           8	3	         273	     514.9		
Southbridge	02770000	ELA	         157	17	           8	1	         149	16	         427	46	         341	37	         925	     478.9	          38.2	         700
Southbridge	02770000	MATH	          96	10	           2	0	          94	10	         449	48	         382	41	         927	     475.0	          31.6	         700
Southbridge	02770000	SCI	          53	16	           0	0	          53	16	         146	45	         128	39	         327	     476.9		
Southern Berkshire	07650000	ELA	         132	46	          14	5	         118	41	         125	43	          31	11	         288	     496.4	          48.5	         225
Southern Berkshire	07650000	MATH	          96	33	           7	2	          89	31	         158	55	          33	11	         287	     493.4	          48.1	         223
Southern Berkshire	07650000	SCI	          40	40	           2	2	          38	38	          48	48	          11	11	          99	     494.7		
Southwick-Tolland-Granville Regional School District	07660000	ELA	         311	45	          28	4	         283	41	         326	47	          55	8	         692	     497.7	          42.3	         556
Southwick-Tolland-Granville Regional School District	07660000	MATH	         259	38	          28	4	         231	33	         355	51	          76	11	         690	     494.5	          44.3	         553
Southwick-Tolland-Granville Regional School District	07660000	SCI	         128	55	          17	7	         111	48	          82	35	          23	10	         233	     501.8		
Spencer-E Brookfield	07670000	ELA	         280	40	          37	5	         243	35	         320	46	          95	14	         695	     494.9	          45.9	         560
Spencer-E Brookfield	07670000	MATH	         239	34	          11	2	         228	33	         358	52	          97	14	         694	     491.3	          44.8	         560
Spencer-E Brookfield	07670000	SCI	          99	40	          11	4	          88	35	         120	48	          31	12	         250	     495.7		
Springfield	02810000	ELA	       3,256	30	         342	3	       2,914	27	       5,153	47	       2,500	23	      10,909	     488.9	          43.0	       7,663
Springfield	02810000	MATH	       2,750	25	         238	2	       2,512	23	       5,367	49	       2,828	26	      10,945	     485.9	          43.3	       7,678
Springfield	02810000	SCI	         840	23	          65	2	         775	21	       1,886	51	         969	26	       3,695	     484.9		
Springfield International Charter (District)	04410000	ELA	         306	39	          21	3	         285	36	         418	53	          69	9	         793	     494.6	          44.7	         645
Springfield International Charter (District)	04410000	MATH	         201	25	          10	1	         191	24	         480	60	         113	14	         794	     488.2	          44.5	         646
Springfield International Charter (District)	04410000	SCI	          73	29	           4	2	          69	28	         137	55	          40	16	         250	     488.8		
Springfield Preparatory Charter School (District)	35100000	ELA	          74	69	          17	16	          57	53	          31	29	           2	2	         107	     512.2	          66.7	          50
Springfield Preparatory Charter School (District)	35100000	MATH	          77	72	          17	16	          60	56	          26	24	           4	4	         107	     510.8	          67.5	          50
Stoneham	02840000	ELA	         726	67	         182	17	         544	51	         294	27	          57	5	       1,077	     509.6	          61.5	         844
Stoneham	02840000	MATH	         624	58	         108	10	         516	48	         386	36	          68	6	       1,078	     503.7	          61.1	         838
Stoneham	02840000	SCI	         209	57	          36	10	         173	47	         125	34	          32	9	         366	     502.9		
Stoughton	02850000	ELA	         842	52	         142	9	         700	43	         623	38	         158	10	       1,623	     501.2	          49.7	       1,281
Stoughton	02850000	MATH	         759	47	         104	6	         655	40	         707	44	         157	10	       1,623	     498.1	          48.3	       1,274
Stoughton	02850000	SCI	         254	48	          35	7	         219	42	         220	42	          53	10	         527	     499.0		
Sturbridge	02870000	ELA	         308	64	          38	8	         270	56	         148	31	          24	5	         480	     506.1	          52.4	         351
Sturbridge	02870000	MATH	         319	66	          58	12	         261	54	         144	30	          17	4	         480	     508.9	          63.4	         351
Sturbridge	02870000	SCI	          83	63	          14	11	          69	53	          44	34	           4	3	         131	     507.7		
Sudbury	02880000	ELA	       1,413	76	         392	21	       1,021	55	         379	20	          63	3	       1,855	     514.4	          56.5	       1,473
Sudbury	02880000	MATH	       1,350	73	         389	21	         961	52	         420	23	          82	4	       1,852	     512.6	          51.9	       1,468
Sudbury	02880000	SCI	         431	71	         122	20	         309	51	         150	25	          24	4	         605	     511.1		
Sunderland	02890000	ELA	          66	58	           8	7	          58	51	          34	30	          13	12	         113	     504.9	          56.6	          70
Sunderland	02890000	MATH	          58	51	          17	15	          41	36	          46	41	           9	8	         113	     504.0	          60.7	          70
Sunderland	02890000	SCI	          25	66	           5	13	          20	53	          12	32	           1	3	          38	     506.4		
Sutton	02900000	ELA	         412	60	          54	8	         358	52	         246	36	          27	4	         685	     504.6	          51.6	         553
Sutton	02900000	MATH	         374	54	          51	7	         323	47	         278	40	          35	5	         687	     502.2	          55.6	         554
Sutton	02900000	SCI	         166	70	          32	13	         134	56	          63	26	           9	4	         238	     509.0		
Swampscott	02910000	ELA	         618	62	         109	11	         509	51	         319	32	          58	6	         995	     506.1	          44.9	         798
Swampscott	02910000	MATH	         546	55	          78	8	         468	47	         391	39	          57	6	         994	     502.6	          49.4	         796
Swampscott	02910000	SCI	         190	58	          34	10	         156	47	         125	38	          15	5	         330	     504.0		
Swansea	02920000	ELA	         529	51	          74	7	         455	44	         398	39	         105	10	       1,032	     500.3	          44.3	         838
Swansea	02920000	MATH	         485	47	          48	5	         437	42	         454	44	          94	9	       1,033	     497.8	          46.6	         837
Swansea	02920000	SCI	         192	57	          28	8	         164	49	         117	35	          25	7	         334	     502.6		
TEC Connections Academy Commonwealth Virtual School District	39020000	ELA	         245	34	          25	4	         220	31	         355	50	         114	16	         714	     492.1	          43.0	         406
TEC Connections Academy Commonwealth Virtual School District	39020000	MATH	         121	17	           6	1	         115	16	         408	57	         182	26	         711	     482.6	          32.4	         401
TEC Connections Academy Commonwealth Virtual School District	39020000	SCI	          94	30	           9	3	          85	27	         171	54	          51	16	         316	     490.2		
Tantasqua	07700000	ELA	         265	45	          22	4	         243	41	         291	49	          32	5	         588	     498.4	          40.0	         573
Tantasqua	07700000	MATH	         348	59	          56	10	         292	50	         216	37	          24	4	         588	     504.7	          47.1	         573
Tantasqua	07700000	SCI	         157	54	          24	8	         133	46	         124	42	          11	4	         292	     502.9		
Taunton	02930000	ELA	       1,452	37	         165	4	       1,287	33	       1,788	46	         635	16	       3,875	     493.0	          39.8	       3,002
Taunton	02930000	MATH	       1,336	34	         145	4	       1,191	31	       1,873	48	         664	17	       3,873	     491.2	          43.5	       2,993
Taunton	02930000	SCI	         458	36	          40	3	         418	33	         612	48	         208	16	       1,278	     491.7		
Tewksbury	02950000	ELA	         982	62	         192	12	         790	50	         500	32	          98	6	       1,580	     505.8	          56.1	       1,286
Tewksbury	02950000	MATH	         873	55	         113	7	         760	48	         591	37	         114	7	       1,578	     501.6	          51.6	       1,284
Tewksbury	02950000	SCI	         284	52	          45	8	         239	44	         210	39	          49	9	         543	     500.8		
Tisbury	02960000	ELA	         137	68	          37	18	         100	50	          56	28	           9	4	         202	     512.1	          49.3	         153
Tisbury	02960000	MATH	         123	61	          27	13	          96	48	          74	37	           4	2	         201	     507.8	          47.8	         153
Tisbury	02960000	SCI	          50	74	          15	22	          35	51	          13	19	           5	7	          68	     511.6		
Topsfield	02980000	ELA	         234	65	          36	10	         198	55	         109	30	          18	5	         361	     506.7	          44.3	         265
Topsfield	02980000	MATH	         235	65	          35	10	         200	55	         109	30	          17	5	         361	     506.9	          55.5	         264
Topsfield	02980000	SCI	          65	63	           8	8	          57	55	          30	29	           8	8	         103	     504.9		
Triton	07730000	ELA	         622	55	          99	9	         523	46	         427	38	          76	7	       1,125	     502.9	          53.9	         923
Triton	07730000	MATH	         537	48	          77	7	         460	41	         485	43	         102	9	       1,124	     499.0	          56.8	         921
Triton	07730000	SCI	         234	60	          29	7	         205	52	         141	36	          16	4	         391	     503.5		
Truro	03000000	ELA	          28	54	           6	12	          22	42	          22	42	           2	4	          52	     505.4	          58.8	          32
Truro	03000000	MATH	          21	40	           2	4	          19	37	          24	46	           7	13	          52	     494.9	          42.5	          32
Truro	03000000	SCI	           5	31	           1	6	           4	25	          10	63	           1	6	          16	     493.5		
Tyngsborough	03010000	ELA	         391	52	          67	9	         324	43	         300	40	          54	7	         745	     502.1	          44.4	         606
Tyngsborough	03010000	MATH	         410	55	          44	6	         366	49	         286	38	          49	7	         745	     501.3	          52.6	         609
Tyngsborough	03010000	SCI	         149	53	          16	6	         133	47	         114	40	          20	7	         283	     500.7		
UP Academy Charter School of Boston (District)	04800000	ELA	         141	29	           6	1	         135	28	         216	44	         133	27	         490	     486.0	          44.0	         459
UP Academy Charter School of Boston (District)	04800000	MATH	         154	32	          13	3	         141	29	         223	46	         109	22	         486	     489.2	          52.8	         454
UP Academy Charter School of Boston (District)	04800000	SCI	          17	11	           0	0	          17	11	          87	56	          51	33	         155	     478.4		
UP Academy Charter School of Dorchester (District)	35050000	ELA	         117	26	           6	1	         111	24	         240	53	          99	22	         456	     487.7	          45.6	         367
UP Academy Charter School of Dorchester (District)	35050000	MATH	          85	19	           3	1	          82	18	         252	56	         117	26	         454	     482.2	          39.4	         365
UP Academy Charter School of Dorchester (District)	35050000	SCI	          15	10	           0	0	          15	10	          82	56	          50	34	         147	     476.5		
Up-Island Regional	07740000	ELA	         176	64	          22	8	         154	56	          85	31	          15	5	         276	     506.0	          47.2	         214
Up-Island Regional	07740000	MATH	         164	59	          18	7	         146	53	          94	34	          18	7	         276	     503.4	          49.1	         214
Up-Island Regional	07740000	SCI	          69	66	           9	9	          60	58	          28	27	           7	7	         104	     506.9		
Uxbridge	03040000	ELA	         379	48	          29	4	         350	44	         330	42	          80	10	         789	     498.0	          44.0	         628
Uxbridge	03040000	MATH	         380	48	          42	5	         338	43	         342	43	          69	9	         791	     498.3	          50.2	         628
Uxbridge	03040000	SCI	         122	47	          17	7	         105	40	         115	44	          24	9	         261	     498.8		
Veritas Preparatory Charter School (District)	04980000	ELA	         177	51	          24	7	         153	44	         140	40	          29	8	         346	     500.7	          51.5	         328
Veritas Preparatory Charter School (District)	04980000	MATH	         185	53	          26	8	         159	46	         141	41	          20	6	         346	     501.6	          60.2	         328
Veritas Preparatory Charter School (District)	04980000	SCI	          99	53	          14	8	          85	46	          71	38	          16	9	         186	     499.9		
Wachusett	07750000	ELA	       2,331	67	         474	14	       1,857	54	         974	28	         164	5	       3,469	     509.0	          50.4	       2,767
Wachusett	07750000	MATH	       2,228	64	         416	12	       1,812	52	       1,077	31	         163	5	       3,468	     506.9	          50.1	       2,764
Wachusett	07750000	SCI	         793	67	         168	14	         625	53	         323	27	          60	5	       1,176	     508.8		
Wakefield	03050000	ELA	         860	55	         101	6	         759	49	         600	38	         102	7	       1,562	     501.9	          47.9	       1,251
Wakefield	03050000	MATH	         803	52	         123	8	         680	44	         651	42	         105	7	       1,559	     501.2	          48.6	       1,246
Wakefield	03050000	SCI	         260	50	          33	6	         227	44	         218	42	          40	8	         518	     500.1		
Wales	03060000	ELA	          44	49	           1	1	          43	48	          41	46	           4	4	          89	     501.4	          46.9	          59
Wales	03060000	MATH	          41	46	           4	4	          37	42	          38	43	          10	11	          89	     498.8	          51.3	          59
